STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,SNWD,SNOW,TAVG,TMAX,TMIN,AWND,WDF2,WDF5,WSF2,WSF5,WT01,WT06,WT02,WT04,WT08
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160526,0,0,0,-9999,90,69,3.6,180,190,10.1,17,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160527,0,0,0,-9999,87,73,3.8,160,250,13,19.9,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160528,0,0,0,-9999,92,71,4.5,230,240,12.1,23,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160529,0,0,0,-9999,87,70,4.9,170,170,13,23.9,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160530,1.65,0,0,-9999,82,68,3.1,240,330,12.1,30,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160531,0,0,0,-9999,85,71,3.1,70,210,12.1,19.9,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160601,0,0,0,-9999,83,66,6,60,60,13,17,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160602,0,0,0,-9999,78,62,4.7,60,50,12.1,16.1,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160603,0.04,0,0,-9999,70,63,1.3,90,140,8.1,10.1,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160604,0.4,0,0,-9999,83,66,2.5,160,180,8.9,13,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160605,0.91,0,0,-9999,71,65,3.4,280,270,18.1,38,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160606,0,0,0,-9999,83,65,5.6,250,290,13,21.9,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160607,0,0,0,-9999,85,64,5.1,310,300,17,30,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160608,0.45,0,0,-9999,67,52,7.6,290,280,17,28,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160609,0,0,0,-9999,71,54,8.9,290,280,21,32,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160610,0,0,0,-9999,77,57,5.4,300,310,14.1,23.9,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160611,0,0,0,-9999,88,59,3.4,270,270,15,25.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160612,0,0,0,-9999,83,62,8.1,290,290,21,36,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160613,0,0,0,-9999,74,57,7.4,280,320,14.1,27.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160614,0,0,0,-9999,79,58,4.3,20,290,10.1,17,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160615,0,0,0,-9999,85,62,2.5,260,250,12.1,18.1,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160616,0.22,0,0,-9999,74,65,1.8,150,20,8.1,16.1,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160617,0,0,0,-9999,78,63,4.7,70,180,13,19,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160618,0,0,0,-9999,87,61,2.7,160,160,8.9,16.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160619,0,0,0,-9999,88,66,2.9,170,170,12.1,19.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160620,0,0,0,-9999,84,64,3.1,160,170,12.1,17,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160621,0,0,0,-9999,87,72,4.9,300,300,15,27.1,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160622,0,0,0,-9999,86,68,4,290,270,17,25.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160623,0,0,0,-9999,83,69,2,70,60,8.1,12.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160624,0,0,0,-9999,84,67,6.3,60,40,15,21.9,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160625,0,0,0,-9999,86,64,3.6,170,160,8.9,15,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160626,0,0,0,-9999,87,67,2.5,160,170,10.1,17,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160627,0.45,0,0,-9999,83,67,4.9,160,190,12.1,21.9,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160628,0.12,0,0,-9999,76,68,3.6,160,170,12.1,17,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160629,0.01,0,0,-9999,83,67,2.2,270,250,10.1,17,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160630,0,0,0,-9999,85,67,2.9,160,250,8.1,15,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160701,0.83,0,0,-9999,79,66,3.4,170,160,13,21.9,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160702,0,0,0,-9999,76,63,5.4,310,290,13,23.9,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160703,0,0,0,-9999,78,64,3.1,250,270,8.9,16.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160704,0.49,0,0,-9999,84,66,3.1,260,250,12.1,21,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160705,0.66,0,0,-9999,86,69,2.9,280,280,12.1,16.1,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160706,0,0,0,-9999,91,75,2.5,170,180,8.1,16.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160707,0.04,0,0,-9999,89,77,2,260,170,8.9,18.1,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160708,0.08,0,0,-9999,86,67,5.4,60,60,13,18.1,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160709,0.53,0,0,-9999,72,65,4,150,140,10.1,16.1,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160710,0,0,0,-9999,80,66,4.3,290,290,12.1,21.9,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160711,0,0,0,-9999,81,65,3.4,60,50,10.1,15,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160712,0,0,0,-9999,82,68,4.3,170,170,13,19,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160713,0,0,0,-9999,85,71,4.7,230,250,10.1,19.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160714,0.62,0,0,-9999,88,73,2.9,280,290,19.9,36,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160715,0,0,0,-9999,88,79,4.5,280,290,13,21,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160716,0,0,0,-9999,90,75,4.3,210,210,13,23,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160717,0,0,0,-9999,89,75,2.7,280,170,10.1,16.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160718,0.35,0,0,-9999,93,72,5.8,250,280,13,21.9,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160719,0,0,0,-9999,83,73,4.9,320,320,12.1,23,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160720,0,0,0,-9999,85,68,3.1,80,80,10.1,14.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160721,0,0,0,-9999,90,71,5.1,220,240,12.1,21,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160722,0,0,0,-9999,94,74,6.5,280,240,16.1,25.9,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160723,0,0,0,-9999,96,80,4.9,290,280,15,23.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160724,0,0,0,-9999,94,75,4,240,240,8.9,18.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160725,1,0,0,-9999,93,73,3.4,60,30,18.1,31.1,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160726,0,0,0,-9999,89,72,4.3,290,290,12.1,21.9,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160727,0,0,0,-9999,91,74,2,250,280,8.1,11,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160728,0,0,0,-9999,95,75,3.1,250,240,13,23,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160729,1.09,0,0,-9999,85,69,4.3,60,60,13,18.1,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160730,0.25,0,0,-9999,84,73,3.6,160,180,10.1,19.9,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160731,1.08,0,0,-9999,78,71,4.3,120,120,14.1,19.9,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160801,0,0,0,-9999,80,69,4.9,60,60,13,17,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160802,0,0,0,-9999,79,68,6.9,70,60,16.1,19.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160803,0,0,0,-9999,80,66,2.9,180,170,8.9,16.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160804,0,0,0,-9999,81,67,2,250,200,8.1,15,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160805,0,0,0,-9999,83,69,3.8,240,240,10.1,19,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160806,0.05,0,0,-9999,87,72,5.1,290,300,14.1,21.9,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160807,0,0,0,-9999,86,70,4,330,300,10.1,18.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160808,0,0,0,-9999,86,71,1.3,60,30,8.1,11,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160809,0,0,0,-9999,87,71,2.7,220,200,10.1,18.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160810,0.09,0,0,-9999,86,75,4,260,250,12.1,19.9,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160811,0.15,0,0,-9999,91,74,4.5,290,280,13,19.9,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160812,0.32,0,0,-9999,93,73,5.1,250,270,13,21.9,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160813,0,0,0,-9999,96,81,4,260,170,12.1,19,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160814,0.06,0,0,-9999,94,78,3.8,280,250,12.1,21.9,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160815,0,0,0,-9999,92,77,2.9,290,290,8.9,14.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160816,0.11,0,0,-9999,87,78,4,230,250,13,23.9,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160817,0.01,0,0,-9999,85,77,5.4,240,250,17,33.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160818,0.03,0,0,-9999,85,72,1.6,50,40,8.9,13,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160819,0.01,0,0,-9999,88,74,2.2,40,20,12.1,16.1,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160820,0.82,0,0,-9999,83,70,4.7,160,160,16.1,23,1,-9999,1,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160821,0.31,0,0,-9999,86,73,4.3,200,180,12.1,21,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160822,0,0,0,-9999,79,65,5.8,310,300,14.1,29.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160823,0,0,0,-9999,82,61,1.8,290,250,8.9,17,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160824,0,0,0,-9999,88,68,-9999,280,-9999,6,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160825,0.01,0,0,-9999,86,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160826,0,0,0,-9999,90,75,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160827,0,0,0,-9999,89,73,2.7,180,170,10.1,17,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160828,0,0,0,-9999,89,72,2.5,99,-9999,6.9,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160829,0,0,0,-9999,91,74,5.4,50,10,10.1,19,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160830,0,0,0,-9999,86,69,3.1,60,70,12.1,16.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160831,0,0,0,-9999,89,74,3.4,230,240,8.9,17,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160901,0.5,0,0,-9999,79,69,1.8,350,340,10.1,16.1,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160902,0,0,0,-9999,81,66,6,50,30,13,18.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160903,0,0,0,-9999,75,66,6.7,60,50,15,23.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160904,0,0,0,-9999,80,65,6.7,60,50,15,21,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160905,0,0,0,-9999,84,65,7.6,30,20,16.1,27.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160906,0,0,0,-9999,80,71,9.6,60,60,18.1,30,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160907,0,0,0,-9999,85,71,6.5,70,30,14.1,21.9,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160908,0,0,0,-9999,89,71,2.7,260,250,10.1,19,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160909,0.22,0,0,-9999,91,75,3.8,280,280,10.1,17,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160910,0,0,0,-9999,90,74,4,220,210,10.1,21,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160911,0,0,0,-9999,83,67,5.8,310,280,16.1,28,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160912,0,0,0,-9999,78,62,4.3,60,200,8.9,16.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160913,0,0,0,-9999,83,64,4,220,240,13,23,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160914,0.56,0,0,-9999,91,67,4.9,50,280,15,28,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160915,0,0,0,-9999,74,61,4.9,60,40,15,23.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160916,0,0,0,-9999,73,61,2.7,160,160,8.9,17,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160917,0,0,0,-9999,77,59,3.4,160,200,10.1,19,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160918,0,0,0,-9999,82,70,3.6,250,200,12.1,18.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160919,0.68,0,0,-9999,76,69,2.5,280,200,12.1,18.1,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160920,0,0,0,-9999,82,68,2.2,60,360,8.9,12.1,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160921,0,0,0,-9999,84,68,3.8,30,30,12.1,17,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160922,0,0,0,-9999,86,65,2.5,160,180,8.1,14.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160923,0.01,0,0,-9999,87,64,1.8,40,40,12.1,17,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160924,0.2,0,0,-9999,71,58,5.1,60,50,14.1,23,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160925,0,0,0,-9999,70,54,2.9,50,60,10.1,15,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160926,0,0,0,-9999,74,54,4.5,160,170,12.1,19.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160927,0.22,0,0,-9999,74,64,3.1,260,250,10.1,18.1,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160928,0,0,0,-9999,69,56,8.1,60,70,18.1,27.1,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160929,0,0,0,-9999,64,57,11.2,70,90,21,31.1,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20160930,0.4,0,0,-9999,59,56,9.6,80,60,16.1,28,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20161001,0,0,0,-9999,62,56,7.6,70,50,16.1,23,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20161002,0,0,0,-9999,63,57,2.7,80,40,8.9,12.1,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20161003,0,0,0,-9999,72,60,2.2,60,290,6.9,11,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20161004,0,0,0,-9999,69,60,7.6,70,60,15,23,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20161005,0,0,0,-9999,67,53,4.7,60,60,13,17,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20161006,0,0,0,-9999,73,55,2,160,170,6.9,13,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20161007,0,0,0,-9999,75,57,2.5,160,180,8.9,16.1,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20161008,0.23,0,0,-9999,68,58,2,300,300,8.1,11,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20161009,0.55,0,0,-9999,65,51,7.4,30,30,16.1,28,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20161010,0,0,0,-9999,64,47,4.7,350,360,15,23,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20161011,0,0,0,-9999,63,46,3.6,60,60,8.9,15,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20161012,0,0,0,-9999,66,53,1.1,170,170,8.1,13,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20161013,0,0,0,-9999,67,53,2.9,340,-9999,12.1,-9999,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20161014,0,0,0,-9999,62,47,4.7,50,350,12.1,19,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20161015,0,0,0,-9999,65,45,3.1,160,160,8.9,14.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20161016,0,0,0,-9999,69,53,4,250,240,10.1,19,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,20161017,0,0,0,-9999,81,63,2.7,280,210,8.1,14.1,-9999,-9999,-9999,-9999,1
