STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TAVG,TMAX,TMIN,AWND,WDF2,WDF5,WSF2,WSF5,WT01,WT06,WT02,WT04,WT08
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20170713,0.00,0.0,0.0,-9999,90,73,4.9,260,270,14.1,21.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20170714,0.35,0.0,0.0,-9999,73,65,4.7,70,70,13.0,17.0,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20170715,0.00,0.0,0.0,-9999,84,68,3.4,280,290,12.1,17.0,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20170716,0.00,0.0,0.0,-9999,87,68,2.7,160,150,8.9,16.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20170717,0.00,0.0,0.0,-9999,85,73,2.7,160,170,12.1,21.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20170718,0.00,0.0,0.0,-9999,88,73,2.9,230,240,10.1,18.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20170719,0.00,0.0,0.0,-9999,92,77,3.1,280,280,12.1,16.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20170720,0.01,0.0,0.0,-9999,94,77,2.9,280,250,12.1,17.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20170721,0.00,0.0,0.0,-9999,92,76,3.8,280,260,10.1,18.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20170722,0.57,0.0,0.0,-9999,92,71,2.5,170,150,8.1,13.0,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20170723,0.06,0.0,0.0,-9999,79,71,2.7,150,160,10.1,17.0,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20170724,0.74,0.0,0.0,-9999,73,63,6.7,70,80,15.0,23.0,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20170725,0.00,0.0,0.0,-9999,71,62,5.1,60,60,10.1,14.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20170726,0.00,0.0,0.0,-9999,77,65,3.8,70,180,8.9,17.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20170727,0.00,0.0,0.0,-9999,78,65,2.5,260,240,8.9,17.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20170728,0.00,0.0,0.0,-9999,85,71,2.9,50,30,12.1,17.0,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20170729,0.00,0.0,0.0,-9999,77,67,9.4,60,60,17.0,25.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20170730,0.00,0.0,0.0,-9999,82,64,4.3,60,50,12.1,16.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20170731,0.00,0.0,0.0,-9999,88,66,2.0,70,260,8.9,14.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20170801,0.00,0.0,0.0,-9999,92,71,2.7,150,240,8.1,14.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20170802,0.09,0.0,0.0,-9999,86,69,1.6,310,320,12.1,19.0,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20170803,0.00,0.0,0.0,-9999,87,68,1.8,160,150,8.9,19.0,1,-9999,-9999,-9999,1
